No;time;G;unit;x;x2;y;s;xvar
171;1;4;185;1;1;0.799163849;1;1
172;1;4;189;1;1;2.415014903;1;1
173;1;4;202;1;1;2.414148516;1;1
174;1;4;210;1;1;-0.272637478;1;1
175;1;4;262;1;1;2.557763458;1;1
176;1;4;268;1;1;4.649926633;1;1
177;1;4;284;1;1;1.01343928;1;1
178;1;4;292;1;1;1.478709389;1;1
179;1;4;296;1;1;-1.072642186;1;1
180;1;4;314;1;1;2.917107111;1;1
181;1;4;350;1;1;1.106109293;1;1
182;1;4;366;1;1;1.119487607;1;1
183;1;4;374;1;1;1.127233781;1;1
184;1;4;375;1;1;1.372471173;1;1
185;1;4;377;1;1;2.719185972;1;1
186;1;4;393;1;1;0.688546499;1;1
187;1;4;411;1;1;1.570868318;1;1
188;1;4;432;1;1;0.538714823;1;1
189;1;4;438;1;1;-0.219028408;1;1
190;1;4;441;1;1;0.731967851;1;1
191;1;4;456;1;1;1.566608355;1;1
192;1;4;459;1;1;2.236590663;1;1
193;1;4;461;1;1;0.562415695;1;1
194;1;4;486;1;1;2.100476057;1;1
195;1;4;487;1;1;1.312727694;1;1
196;1;4;506;1;1;3.342266555;1;1
197;1;4;532;1;1;0.16557212;1;1
198;1;4;534;1;1;2.405328549;1;1
199;1;4;536;1;1;-0.986466006;1;1
200;1;4;543;1;1;0.86210165;1;1
201;1;4;554;1;1;-0.104961093;1;1
202;1;4;565;1;1;0.426614095;1;1
203;1;4;568;1;1;2.720587442;1;1
204;1;4;579;1;1;1.689957702;1;1
205;1;4;615;1;1;3.093438139;1;1
206;1;4;654;1;1;0.442824904;1;1
207;1;4;692;1;1;2.480779676;1;1
208;1;4;726;1;1;2.482074158;1;1
209;1;4;731;1;1;0.258360273;1;1
210;1;4;750;1;1;1.009839982;1;1
211;1;4;762;1;1;1.026389964;1;1
212;1;4;768;1;1;1.664628021;1;1
213;1;4;793;1;1;2.071247743;1;1
214;1;4;800;1;1;1.236965017;1;1
215;1;4;802;1;1;1.753282003;1;1
216;1;4;810;1;1;0.372860184;1;1
217;1;4;814;1;1;2.979337895;1;1
218;1;4;815;1;1;2.017774873;1;1
219;1;4;817;1;1;2.38005186;1;1
220;1;4;846;1;1;0.55917183;1;1
221;1;4;856;1;1;0.143237944;1;1
222;1;4;860;1;1;0.626199049;1;1
223;1;4;864;1;1;1.956737459;1;1
224;1;4;868;1;1;1.729877632;1;1
225;1;4;874;1;1;-1.304869104;1;1
226;1;4;886;1;1;2.091579554;1;1
227;1;4;888;1;1;0.176347917;1;1
228;1;4;892;1;1;0.322027821;1;1
229;1;4;903;1;1;-0.619383963;1;1
230;1;4;919;1;1;1.27470629;1;1
231;1;4;929;1;1;1.713156951;1;1
232;1;4;950;1;1;1.375981989;1;1
233;1;4;953;1;1;1.176623301;1;1
234;1;4;964;1;1;1.83329868;1;1
235;1;5;2;1;1;0.992220203;1;1
236;1;5;17;1;1;-1.20204423;1;1
237;1;5;23;1;1;1.504558672;1;1
238;1;5;33;1;1;1.542811971;1;1
239;1;5;41;1;1;1.321847453;1;1
240;1;5;59;1;1;0.700466841;1;1
241;1;5;84;1;1;0.261321809;1;1
242;1;5;104;1;1;1.764114054;1;1
243;1;5;115;1;1;1.889927962;1;1
244;1;5;119;1;1;1.228098188;1;1
245;1;5;123;1;1;1.235972547;1;1
246;1;5;134;1;1;0.951960596;1;1
247;1;5;141;1;1;0.268884851;1;1
248;1;5;143;1;1;1.111845061;1;1
249;1;5;157;1;1;2.015120607;1;1
250;1;5;158;1;1;2.869783453;1;1
251;1;5;162;1;1;1.400367798;1;1
252;1;5;173;1;1;2.778642379;1;1
253;1;5;190;1;1;1.219660796;1;1
254;1;5;194;1;1;1.984098691;1;1
255;1;5;196;1;1;1.107043523;1;1
256;1;5;200;1;1;2.06265297;1;1
257;1;5;217;1;1;1.704176998;1;1
258;1;5;225;1;1;1.797032215;1;1
259;1;5;245;1;1;0.416327668;1;1
260;1;5;279;1;1;1.190078318;1;1
261;1;5;285;1;1;1.417354292;1;1
262;1;5;289;1;1;2.498157708;1;1
263;1;5;302;1;1;0.797049162;1;1
264;1;5;327;1;1;2.18666705;1;1
265;1;5;337;1;1;2.091206491;1;1
266;1;5;338;1;1;0.291454206;1;1
267;1;5;345;1;1;-0.594615747;1;1
268;1;5;376;1;1;0.90919255;1;1
269;1;5;401;1;1;2.595521007;1;1
270;1;5;422;1;1;1.042035191;1;1
271;1;5;430;1;1;0.454155517;1;1
272;1;5;458;1;1;0.116425949;1;1
273;1;5;467;1;1;0.119829386;1;1
274;1;5;473;1;1;2.476377524;1;1
275;1;5;478;1;1;0.60677747;1;1
276;1;5;484;1;1;0.744014308;1;1
277;1;5;490;1;1;2.338693706;1;1
278;1;5;500;1;1;0.026677328;1;1
279;1;5;502;1;1;0.641631368;1;1
280;1;5;503;1;1;0.284245806;1;1
281;1;5;513;1;1;0.393844515;1;1
282;1;5;524;1;1;1.697972923;1;1
283;1;5;540;1;1;1.991267418;1;1
284;1;5;547;1;1;1.74361497;1;1
285;1;5;552;1;1;0.73304604;1;1
286;1;5;556;1;1;2.174754351;1;1
287;1;5;577;1;1;2.562989479;1;1
288;1;5;584;1;1;1.084758586;1;1
289;1;5;587;1;1;0.441724806;1;1
290;1;5;596;1;1;0.673540339;1;1
291;1;5;601;1;1;1.17090913;1;1
292;1;5;610;1;1;-0.011191576;1;1
293;1;5;616;1;1;-0.058275956;1;1
294;1;5;621;1;1;1.971232655;1;1
295;1;5;622;1;1;1.899436551;1;1
296;1;5;623;1;1;0.789703936;1;1
297;1;5;624;1;1;1.212130915;1;1
298;1;5;641;1;1;0.462808307;1;1
299;1;5;644;1;1;-0.22592361;1;1
300;1;5;645;1;1;0.560151097;1;1
301;1;5;656;1;1;0.876208661;1;1
302;1;5;737;1;1;0.371915204;1;1
303;1;5;743;1;1;1.815938912;1;1
304;1;5;770;1;1;0.366971176;1;1
305;1;5;852;1;1;0.757205938;1;1
306;1;5;920;1;1;0.942464061;1;1
307;1;5;931;1;1;2.692707335;1;1
308;1;5;934;1;1;0.336089936;1;1
309;1;5;936;1;1;1.508382219;1;1
310;1;5;960;1;1;2.871045691;1;1
311;1;5;988;1;1;1.758875615;1;1
312;1;6;47;1;1;1.282947442;1;1
313;1;6;52;1;1;0.952026261;1;1
314;1;6;57;1;1;1.911640837;1;1
315;1;6;64;1;1;2.189029237;1;1
316;1;6;66;1;1;1.383338505;1;1
317;1;6;78;1;1;1.774018685;1;1
318;1;6;83;1;1;1.313157406;1;1
319;1;6;99;1;1;1.13347346;1;1
320;1;6;103;1;1;0.353072959;1;1
321;1;6;121;1;1;1.009100533;1;1
322;1;6;148;1;1;1.188883307;1;1
323;1;6;167;1;1;0.142046581;1;1
324;1;6;175;1;1;-0.181001566;1;1
325;1;6;182;1;1;1.220520964;1;1
326;1;6;219;1;1;1.621166703;1;1
327;1;6;240;1;1;1.162642888;1;1
328;1;6;243;1;1;-0.556958026;1;1
329;1;6;249;1;1;1.183950491;1;1
330;1;6;274;1;1;-0.813528057;1;1
331;1;6;305;1;1;0.244022419;1;1
332;1;6;308;1;1;-0.096021428;1;1
333;1;6;309;1;1;1.3516468;1;1
334;1;6;313;1;1;1.634634437;1;1
335;1;6;320;1;1;1.314102111;1;1
336;1;6;321;1;1;2.399321527;1;1
337;1;6;331;1;1;-0.172955285;1;1
338;1;6;334;1;1;1.829585548;1;1
339;1;6;349;1;1;-0.934685181;1;1
340;1;6;358;1;1;2.073843403;1;1
341;1;6;359;1;1;0.595641499;1;1
342;1;6;379;1;1;-0.145177544;1;1
343;1;6;383;1;1;0.145690865;1;1
344;1;6;409;1;1;-0.620002092;1;1
345;1;6;424;1;1;-0.254850284;1;1
346;1;6;437;1;1;2.313392005;1;1
347;1;6;444;1;1;1.128236122;1;1
348;1;6;460;1;1;1.700002567;1;1
349;1;6;462;1;1;1.402964279;1;1
350;1;6;466;1;1;0.052707328;1;1
351;1;6;469;1;1;-0.139320782;1;1
352;1;6;471;1;1;1.208422803;1;1
353;1;6;493;1;1;0.889945164;1;1
354;1;6;498;1;1;0.757514351;1;1
355;1;6;508;1;1;0.921809021;1;1
356;1;6;511;1;1;1.638218731;1;1
357;1;6;525;1;1;2.4851319;1;1
358;1;6;527;1;1;1.247300059;1;1
359;1;6;553;1;1;0.535148497;1;1
360;1;6;566;1;1;0.065133387;1;1
361;1;6;573;1;1;1.238869807;1;1
362;1;6;583;1;1;3.021934681;1;1
363;1;6;605;1;1;1.498377849;1;1
364;1;6;632;1;1;2.638431045;1;1
365;1;6;634;1;1;0.698667199;1;1
366;1;6;638;1;1;1.047223805;1;1
367;1;6;647;1;1;3.117801434;1;1
368;1;6;660;1;1;1.31176417;1;1
369;1;6;663;1;1;1.372014456;1;1
370;1;6;675;1;1;0.753188451;1;1
371;1;6;685;1;1;1.62329887;1;1
372;1;6;710;1;1;2.236786749;1;1
373;1;6;744;1;1;0.284883011;1;1
374;1;6;764;1;1;2.735157868;1;1
375;1;6;773;1;1;0.868451084;1;1
376;1;6;797;1;1;-0.18023547;1;1
377;1;6;798;1;1;1.147563336;1;1
378;1;6;818;1;1;2.080737986;1;1
379;1;6;826;1;1;0.39507425;1;1
380;1;6;828;1;1;1.238452809;1;1
381;1;6;884;1;1;0.924732904;1;1
382;1;6;889;1;1;1.742343441;1;1
383;1;6;909;1;1;1.405019748;1;1
384;1;6;917;1;1;0.92532119;1;1
385;1;6;922;1;1;0.970868563;1;1
386;1;6;941;1;1;2.119195182;1;1
387;1;6;966;1;1;2.395078343;1;1
388;1;6;973;1;1;0.473531892;1;1
389;1;6;979;1;1;2.462326742;1;1
390;1;7;4;1;1;1.590430827;1;1
391;1;7;43;1;1;1.718506189;1;1
392;1;7;54;1;1;0.338403439;1;1
393;1;7;56;1;1;1.954445775;1;1
394;1;7;58;1;1;0.116553359;1;1
395;1;7;60;1;1;-0.951591537;1;1
396;1;7;79;1;1;1.262744427;1;1
397;1;7;85;1;1;1.840071896;1;1
398;1;7;88;1;1;3.001522537;1;1
399;1;7;89;1;1;2.107224947;1;1
400;1;7;96;1;1;0.991280196;1;1
401;1;7;101;1;1;0.903175256;1;1
402;1;7;130;1;1;2.589497435;1;1
403;1;7;152;1;1;0.75991833;1;1
404;1;7;156;1;1;1.506666216;1;1
405;1;7;166;1;1;0.535744022;1;1
406;1;7;187;1;1;1.489019007;1;1
407;1;7;188;1;1;1.23859862;1;1
408;1;7;195;1;1;0.349942428;1;1
409;1;7;198;1;1;2.510171021;1;1
410;1;7;216;1;1;2.059998246;1;1
411;1;7;260;1;1;0.807862982;1;1
412;1;7;270;1;1;1.764302174;1;1
413;1;7;303;1;1;2.672480967;1;1
414;1;7;336;1;1;2.244318147;1;1
415;1;7;360;1;1;3.161713702;1;1
416;1;7;361;1;1;1.177252083;1;1
417;1;7;364;1;1;1.559901475;1;1
418;1;7;367;1;1;-0.070985937;1;1
419;1;7;385;1;1;-0.305150472;1;1
420;1;7;390;1;1;1.05436093;1;1
421;1;7;397;1;1;0.575534075;1;1
422;1;7;400;1;1;2.515572308;1;1
423;1;7;415;1;1;1.375139315;1;1
424;1;7;429;1;1;0.101704002;1;1
425;1;7;434;1;1;0.093004971;1;1
426;1;7;445;1;1;0.381135197;1;1
427;1;7;451;1;1;0.60423919;1;1
428;1;7;457;1;1;1.962927554;1;1
429;1;7;464;1;1;-0.061311079;1;1
430;1;7;477;1;1;2.408266636;1;1
431;1;7;480;1;1;-0.038034491;1;1
432;1;7;501;1;1;1.59304805;1;1
433;1;7;522;1;1;0.31690567;1;1
434;1;7;550;1;1;1.674899072;1;1
435;1;7;560;1;1;0.682403067;1;1
436;1;7;561;1;1;-0.090961946;1;1
437;1;7;563;1;1;-0.421370168;1;1
438;1;7;581;1;1;2.569929491;1;1
439;1;7;602;1;1;1.258476547;1;1
440;1;7;603;1;1;1.348655167;1;1
441;1;7;618;1;1;0.14771926;1;1
442;1;7;648;1;1;1.520082905;1;1
443;1;7;651;1;1;0.960191017;1;1
444;1;7;668;1;1;0.74434811;1;1
445;1;7;672;1;1;2.159615395;1;1
446;1;7;673;1;1;-1.11042111;1;1
447;1;7;674;1;1;0.883071925;1;1
448;1;7;676;1;1;1.313595168;1;1
449;1;7;678;1;1;0.427285369;1;1
450;1;7;693;1;1;2.037304217;1;1
451;1;7;711;1;1;1.214226324;1;1
452;1;7;761;1;1;1.449846328;1;1
453;1;7;767;1;1;1.50925145;1;1
454;1;7;771;1;1;-0.290945633;1;1
455;1;7;804;1;1;0.855523386;1;1
456;1;7;805;1;1;0.394341156;1;1
457;1;7;848;1;1;0.378045182;1;1
458;1;7;863;1;1;0.727424521;1;1
459;1;7;877;1;1;2.149998506;1;1
460;1;7;926;1;1;0.626983349;1;1
461;1;7;927;1;1;2.186657521;1;1
462;1;7;935;1;1;0.896561184;1;1
463;1;7;947;1;1;0.096235231;1;1
464;1;7;955;1;1;-0.787439634;1;1
465;1;7;981;1;1;1.195186556;1;1
466;1;7;994;1;1;-0.123099104;1;1
467;1;7;996;1;1;0.761304072;1;1
468;1;8;3;1;1;1.57096076;1;1
469;1;8;20;1;1;1.619328118;1;1
470;1;8;25;1;1;0.590353876;1;1
471;1;8;28;1;1;-1.147463033;1;1
472;1;8;29;1;1;-0.641687292;1;1
473;1;8;70;1;1;0.606282519;1;1
474;1;8;73;1;1;0.150398214;1;1
475;1;8;91;1;1;2.477002488;1;1
476;1;8;112;1;1;0.317751598;1;1
477;1;8;129;1;1;0.581569984;1;1
478;1;8;179;1;1;0.043439519;1;1
479;1;8;181;1;1;-2.049608028;1;1
480;1;8;184;1;1;1.323995092;1;1
481;1;8;186;1;1;0.491480146;1;1
482;1;8;191;1;1;1.964965052;1;1
483;1;8;201;1;1;0.289413338;1;1
484;1;8;209;1;1;0.272031237;1;1
485;1;8;215;1;1;-0.747130404;1;1
486;1;8;230;1;1;4.479738176;1;1
487;1;8;239;1;1;1.078624989;1;1
488;1;8;280;1;1;-0.296525265;1;1
489;1;8;287;1;1;2.573815282;1;1
490;1;8;310;1;1;1.145970258;1;1
491;1;8;323;1;1;0.862667821;1;1
492;1;8;352;1;1;1.599086925;1;1
493;1;8;365;1;1;2.475247277;1;1
494;1;8;389;1;1;1.636908412;1;1
495;1;8;394;1;1;-1.211664205;1;1
496;1;8;395;1;1;0.796179034;1;1
497;1;8;396;1;1;1.841234504;1;1
498;1;8;399;1;1;1.268775321;1;1
499;1;8;402;1;1;0.425215392;1;1
500;1;8;406;1;1;2.233790274;1;1
501;1;8;431;1;1;0.976338632;1;1
502;1;8;436;1;1;1.127280199;1;1
503;1;8;439;1;1;-0.738588752;1;1
504;1;8;442;1;1;0.421439826;1;1
505;1;8;448;1;1;1.477419524;1;1
506;1;8;450;1;1;2.005385191;1;1
507;1;8;452;1;1;0.945587996;1;1
508;1;8;476;1;1;1.754182882;1;1
509;1;8;481;1;1;0.319832794;1;1
510;1;8;497;1;1;1.943697497;1;1
511;1;8;546;1;1;0.904436794;1;1
512;1;8;548;1;1;-0.010368729;1;1
513;1;8;555;1;1;1.296078456;1;1
514;1;8;576;1;1;0.626395962;1;1
515;1;8;585;1;1;0.496869517;1;1
516;1;8;639;1;1;2.809525575;1;1
517;1;8;652;1;1;0.35428539;1;1
518;1;8;671;1;1;2.201734397;1;1
519;1;8;687;1;1;0.027262441;1;1
520;1;8;695;1;1;1.924525523;1;1
521;1;8;700;1;1;2.967720998;1;1
522;1;8;722;1;1;0.768802788;1;1
523;1;8;723;1;1;-0.424057898;1;1
524;1;8;725;1;1;2.116839478;1;1
525;1;8;749;1;1;0.095527789;1;1
526;1;8;759;1;1;0.861638137;1;1
527;1;8;779;1;1;2.521421139;1;1
528;1;8;785;1;1;0.018411465;1;1
529;1;8;789;1;1;0.477662833;1;1
530;1;8;795;1;1;-0.190210511;1;1
531;1;8;796;1;1;1.759969299;1;1
532;1;8;840;1;1;1.480631374;1;1
533;1;8;842;1;1;1.789257483;1;1
534;1;8;851;1;1;0.922108658;1;1
535;1;8;869;1;1;-0.172936224;1;1
536;1;8;890;1;1;-1.615491905;1;1
537;1;8;897;1;1;0.870214995;1;1
538;1;8;899;1;1;3.031919161;1;1
539;1;8;906;1;1;0.778524351;1;1
540;1;8;939;1;1;0.98814234;1;1
541;1;8;956;1;1;1.989787912;1;1
542;1;8;971;1;1;0.129829586;1;1
543;1;8;990;1;1;0.11219589;1;1
544;1;8;992;1;1;0.84245515;1;1
545;1;9;5;1;1;0.71767167;1;1
546;1;9;15;1;1;1.515034741;1;1
547;1;9;34;1;1;0.148288953;1;1
548;1;9;49;1;1;0.063533601;1;1
549;1;9;63;1;1;1.441956258;1;1
550;1;9;93;1;1;1.846846973;1;1
551;1;9;126;1;1;0.342429295;1;1
552;1;9;127;1;1;1.718862673;1;1
553;1;9;128;1;1;1.808129243;1;1
554;1;9;160;1;1;1.681318636;1;1
555;1;9;205;1;1;0.52910905;1;1
556;1;9;207;1;1;2.684577964;1;1
557;1;9;231;1;1;0.769733872;1;1
558;1;9;241;1;1;2.487769806;1;1
559;1;9;248;1;1;0.24574584;1;1
560;1;9;265;1;1;0.82320196;1;1
561;1;9;275;1;1;-0.795892701;1;1
562;1;9;286;1;1;1.054590874;1;1
563;1;9;319;1;1;2.06133095;1;1
564;1;9;330;1;1;1.926991883;1;1
565;1;9;339;1;1;2.47100323;1;1
566;1;9;348;1;1;0.409903526;1;1
567;1;9;351;1;1;1.493897427;1;1
568;1;9;398;1;1;2.146047644;1;1
569;1;9;419;1;1;3.423543286;1;1
570;1;9;428;1;1;0.063704746;1;1
571;1;9;433;1;1;2.660052636;1;1
572;1;9;443;1;1;0.04381839;1;1
573;1;9;453;1;1;0.384759823;1;1
574;1;9;468;1;1;1.861619987;1;1
575;1;9;479;1;1;-0.991195825;1;1
576;1;9;516;1;1;-0.033643976;1;1
577;1;9;538;1;1;0.433615595;1;1
578;1;9;541;1;1;0.80830053;1;1
579;1;9;597;1;1;0.816375386;1;1
580;1;9;604;1;1;0.504287419;1;1
581;1;9;619;1;1;2.226158194;1;1
582;1;9;620;1;1;0.382646617;1;1
583;1;9;626;1;1;2.289954114;1;1
584;1;9;661;1;1;1.410158778;1;1
585;1;9;666;1;1;1.242311631;1;1
586;1;9;689;1;1;2.202609202;1;1
587;1;9;708;1;1;1.001723976;1;1
588;1;9;709;1;1;1.965606789;1;1
589;1;9;712;1;1;0.812389133;1;1
590;1;9;721;1;1;2.834726549;1;1
591;1;9;730;1;1;2.38522223;1;1
592;1;9;734;1;1;1.141981723;1;1
593;1;9;736;1;1;0.813862455;1;1
594;1;9;742;1;1;1.448431157;1;1
595;1;9;747;1;1;1.066141855;1;1
596;1;9;752;1;1;1.598180851;1;1
597;1;9;754;1;1;0.136403631;1;1
598;1;9;760;1;1;0.433615884;1;1
599;1;9;765;1;1;1.753565528;1;1
600;1;9;772;1;1;2.003866708;1;1
601;1;9;776;1;1;2.256415289;1;1
602;1;9;777;1;1;1.382650296;1;1
603;1;9;784;1;1;0.452543853;1;1
604;1;9;786;1;1;2.35024152;1;1
605;1;9;788;1;1;0.896863203;1;1
606;1;9;790;1;1;1.079157537;1;1
607;1;9;809;1;1;1.296040101;1;1
608;1;9;816;1;1;1.08358403;1;1
609;1;9;827;1;1;0.078434511;1;1
610;1;9;829;1;1;2.29890507;1;1
611;1;9;834;1;1;0.731558014;1;1
612;1;9;880;1;1;2.188943114;1;1
613;1;9;895;1;1;1.475444639;1;1
614;1;9;921;1;1;0.32783046;1;1
615;1;9;925;1;1;0.307203957;1;1
616;1;9;937;1;1;1.8012666;1;1
617;1;9;945;1;1;1.517156643;1;1
618;1;9;959;1;1;1.71973355;1;1
619;1;9;967;1;1;-0.245120957;1;1
620;1;9;976;1;1;1.915849616;1;1
621;1;9;983;1;1;0.443553117;1;1
622;1;9;991;1;1;2.246151818;1;1
623;1;10;8;1;1;1.223818207;1;1
624;1;10;24;1;1;1.007338537;1;1
625;1;10;42;1;1;1.286448476;1;1
626;1;10;62;1;1;2.516389344;1;1
627;1;10;75;1;1;1.358680283;1;1
628;1;10;87;1;1;1.617388365;1;1
629;1;10;94;1;1;1.764247612;1;1
630;1;10;100;1;1;0.686992276;1;1
631;1;10;102;1;1;-0.096454871;1;1
